Date,Close,High,Low,Open,Volume
2012-01-03,20.965436935424805,21.114237987272723,20.667831844175975,20.793138779298694,64731500
2012-01-04,21.45882797241211,21.51364955745835,20.973264081622972,21.004590061459613,80516100
2012-01-05,21.678125381469727,21.71728324700536,21.372689847716693,21.44317370692547,56081400
2012-01-06,22.01487922668457,22.077532681693185,21.56064130442807,21.56064130442807,99455500
2012-01-09,21.72511100769043,22.0070523662793,21.709447266929594,21.967893014377214,59706800
2012-01-10,21.80342674255371,22.046208732814485,21.73294140767535,21.87391207743207,60014400
2012-01-11,21.709444046020508,21.913068164371168,21.435336092256456,21.482325813790823,65582400
2012-01-12,21.92873764038086,21.944401382916112,21.654628121120755,21.826926301455124,49370800
2012-01-13,22.12452507019043,22.12452507019043,21.764268033847777,21.873911219904,60196100
2012-01-17,22.132356643676758,22.43779208290559,22.06187131250451,22.241999828266316,72395300
2012-01-18,22.108863830566406,22.2420026403048,21.905239680744362,22.171517300221147,64860600
2012-01-19,22.02271842956543,22.27333233306248,21.9522330824848,22.054044420614215,74053500
2012-01-20,23.26795768737793,23.29145330262434,22.516115924814383,22.570937533279206,165902900
2012-01-23,23.28361701965332,23.455915177930468,22.986013418465586,23.142646342436205,76078100
2012-01-24,22.978181838989258,23.158310376034425,22.8528749007164,23.079993166169757,51703300
2012-01-25,23.15048599243164,23.220971354726835,22.766733183145043,22.766733183145043,59231700
2012-01-26,23.103490829467773,23.260125263110424,23.025173612646448,23.189639917348895,49102800
2012-01-27,22.89203643798828,23.126988105343926,22.84504670202786,23.064334626137775,44187700
2012-01-30,23.189645767211914,23.197477640247396,22.578773114437706,22.68841634938037,51114800
2012-01-31,23.12698745727539,23.260126283579716,22.892035796503603,23.228798797966117,50572400
2012-02-01,23.408920288085938,23.534227205137032,23.307108978148026,23.330604585261213,67409900
2012-02-02,23.455915451049805,23.628212117556654,23.267953550054024,23.416756099268795,52223300
2012-02-03,23.683034896850586,23.808341841243188,23.565559823204598,23.60471768316106,41838500
2012-02-06,23.651710510253906,23.66737275903178,23.471580458429603,23.52640355737065,28039700
2012-02-07,23.769187927246094,23.878831148347505,23.534236247172824,23.612553473863912,39242400
2012-02-08,24.0119686126709,24.019800484269894,23.667373731198918,23.698701217594902,49659100
2012-02-09,24.09811782836914,24.121611949508193,23.870998032179813,24.027632477398438,50481600
2012-02-10,23.886655807495117,24.121605922845163,23.77701261950195,23.996298995488285,44605300
2012-02-13,23.949312210083008,24.09811476474557,23.83183713799218,23.98847006952109,33319800
2012-02-14,23.846818923950195,24.0123663666482,23.53148938766125,23.909884831207982,59644000
2012-02-15,23.689165115356445,23.957195729612422,23.67339975845536,23.90989665168801,43311300
2012-02-16,24.666690826416016,24.871654010340503,23.886247726196892,23.89413115690332,94705100
2012-02-17,24.63515853881836,24.690341053367593,24.398661618290003,24.59574288660055,70036500
2012-02-21,24.784936904907227,24.918952206853884,24.556321947158594,24.579972237011717,50829900
2012-02-22,24.650924682617188,24.97413783293651,24.579975307804585,24.792823432242393,49253200
2012-02-23,24.729753494262695,24.90318443601005,24.438072611185742,24.595738197218225,35034700
2012-02-24,24.816471099853516,24.832237961012776,24.627273276774314,24.816471099853516,35575400
2012-02-27,24.7139892578125,24.832237708081237,24.51690800616106,24.627273025930467,34568400
2012-02-28,25.123912811279297,25.171211879725007,24.73763232420679,24.761282610234783,45230600
2012-02-29,25.021438598632812,25.226403305926766,24.91895699679124,25.139687063407184,59323600
2012-03-01,25.45500946044922,25.53384074049291,25.108146114537902,25.171212040739025,77344100
2012-03-02,25.289464950561523,25.57325939652071,25.2263975133122,25.470779321821947,47314200
2012-03-05,25.06873321533203,25.26581445602996,24.92683598506238,25.234280735785234,45240000
2012-03-06,24.879531860351562,25.210628357700422,24.824349361395143,24.863766506085675,51932900
2012-03-07,25.100269317626953,25.16333526049091,24.85588897698044,24.966254001089702,34340400
2012-03-08,25.234275817871094,25.39194138114617,25.147561111319025,25.257927607055677,36747400
2012-03-09,25.218515396118164,25.35253070002669,25.16333288926357,25.305230119628003,34628400
2012-03-12,25.25792694091797,25.384058786767405,25.084494525167337,25.202742942699906,34073600
2012-03-13,25.754573822021484,25.77034068136702,25.344647507921252,25.415596871365704,48951700
2012-03-14,25.833404541015625,25.920120751796066,25.612674555189425,25.6442052622928,41986900
2012-03-15,25.896474838256836,25.96742420797348,25.683629736328104,25.84917726325987,49068300
2012-03-16,25.69938850402832,25.9753040015331,25.620557223153014,25.943770286294736,65626400
2012-03-19,25.384061813354492,25.70727489483222,25.344646170680775,25.65209239364486,44789200
2012-03-20,25.218515396118164,25.344648773570782,25.021434155288595,25.305230119628003,41566800
2012-03-21,25.155452728271484,25.344652067232527,25.084503352063777,25.19486838011544,37928600
2012-03-22,25.22640609741211,25.29735548484996,25.06085852913111,25.076623890197652,31749500
2012-03-23,25.234275817871094,25.31311010311888,25.005662405093503,25.305225170983853,35912200
2012-03-26,25.691503524780273,25.707270380525188,25.344641720052888,25.376172424322473,36758300
2012-03-27,25.636329650878906,25.77822839306184,25.5417314918307,25.738812744060194,36274900
2012-03-28,25.376176834106445,25.77822420741755,25.257929906301413,25.6363254882749,41344800
2012-03-29,25.32099151611328,25.376174011060847,25.076611251226826,25.27369395314133,37038500
2012-03-30,25.431358337402344,25.549608267788646,25.25792891531525,25.541726342465864,31749400
2012-04-02,25.45500946044922,25.589023237967606,25.186978898191878,25.399826962974522,35853600
2012-04-03,25.179100036621094,25.37617977608826,24.95836850307424,25.352530989229688,42752100
2012-04-04,24.603620529174805,24.982017641173368,24.477488659712115,24.95836735179518,49455900
2012-04-05,24.848007202148438,24.934721939608746,24.477493447470707,24.556326257207083,50368600
2012-04-09,24.51690101623535,24.753397849346065,24.414417952573235,24.61149914803556,31056400
2012-04-10,24.020263671875,24.58785866876038,23.886248353567144,24.485375570495762,54131300
2012-04-11,23.9256649017334,24.067563647358288,23.831065236779917,23.988730843832165,43014000
2012-04-12,24.422306060791016,24.469606639365367,23.98084451937044,24.02814359433431,38304000
2012-04-13,24.288291931152344,24.564205971675076,24.2173425634862,24.351357868676637,39749200
2012-04-16,24.50113868713379,24.587854910316185,24.256758380613952,24.430189323368275,38124800
2012-04-17,24.784936904907227,24.918952206853884,24.5957390969138,24.65092160296057,34361500
2012-04-18,24.54844093322754,24.682456248363778,24.46960963317971,24.658807459793696,40552900
2012-04-19,24.445955276489258,24.97413301848977,24.390772774186438,24.540553422262548,54781200
2012-04-20,25.55748748779297,25.928001090377737,25.265808166194496,25.344642447180796,106045000
2012-04-23,25.32099151611328,25.620555779557524,25.25004216443492,25.47077515144562,61398200
2012-04-24,25.1633358001709,25.636331133600304,25.092386424975953,25.391949284101837,40871100
2012-04-25,25.384061813354492,25.478659957215573,25.123914662320946,25.163330304994663,62495500
2012-04-26,25.313112258911133,25.407710402044437,25.16333011140463,25.32099418449693,40308100
2012-04-27,25.210630416870117,25.399829719617568,25.131797624660418,25.320995423797424,41419100
2012-04-30,25.242162704467773,25.313112063074033,25.163329916726333,25.210628987927052,35697200
2012-05-01,25.234275817871094,25.494424448358046,25.186978253942915,25.26580953197021,43832300
2012-05-02,25.06873321533203,25.171216302516857,24.942601341574203,25.108150365637943,37385300
2012-05-03,25.037200927734375,25.14756594105703,24.918952484372884,25.131799080979356,31501300
