Date,Close,High,Low,Open,Volume
2012-01-03,12.333213806152344,12.371302893492407,12.266334266763852,12.278330955823252,302220800
2012-01-04,12.399497032165527,12.436686778810419,12.274734633907324,12.296327879499,260022000
2012-01-05,12.537155151367188,12.552750049327827,12.376402690121203,12.444783030200755,271269600
2012-01-06,12.66821575164795,12.678712455818141,12.57284446102311,12.589339510675467,318292800
2012-01-09,12.64812183380127,12.828668030563978,12.636724977259822,12.76118864526552,394024400
2012-01-10,12.693410873413086,12.776186458098612,12.641226056759852,12.773486801597306,258196400
2012-01-11,12.672714233398438,12.681711751709058,12.57554343818534,12.676612757576105,215084800
2012-01-12,12.637921333312988,12.683207629058675,12.558744794528362,12.664613563581145,212587200
2012-01-13,12.590539932250977,12.609734640162003,12.55605064274429,12.587242043099709,226021600
2012-01-17,12.737197875976562,12.775886812275035,12.68501305984986,12.72220200902999,242897200
2012-01-18,12.869455337524414,12.880251558125337,12.785180588894756,12.804974327369086,276791200
2012-01-19,12.828669548034668,12.937236411909115,12.791480602084476,12.900648101431987,261738400
2012-01-20,12.60523509979248,12.821170752193348,12.588740048602716,12.82087123531492,413974400
2012-01-23,12.818469047546387,12.849660440027437,12.6652149440716,12.67631148135766,306062400
2012-01-24,12.608536720275879,12.749195155736352,12.582744628789232,12.749195155736352,547638000
2012-01-25,13.395800590515137,13.629430181670974,13.30792681590603,13.629130664767928,958314000
2012-01-26,13.334918975830078,13.459680575769232,13.290232496759266,13.446785332377805,323985200
2012-01-27,13.414392471313477,13.450381741640818,13.309124316093119,13.326218398630271,299709200
2012-01-30,13.5862455368042,13.612937782089782,13.357714108685855,13.36731066359906,379341200
2012-01-31,13.690309524536133,13.743093362036634,13.588039738214041,13.66361728809414,391683600
2012-02-01,13.681612968444824,13.765588205787555,13.662419864073618,13.748193804262787,270046000
2012-02-02,13.649521827697754,13.711002863073459,13.615332061353353,13.672914572823771,186796400
2012-02-03,13.786285400390625,13.795882755722522,13.662722653882089,13.714907472651868,286599600
2012-02-06,13.914945602416992,13.945236853150696,13.741898503788109,13.7472962150282,249412800
